Id,Technique,Phrase Number,Given Phrase,Typed Phrase,Minimum String Distance Error Rate,Keystrokes Per Character (KSPC) ,Tempo (s),Characters written (including spaces),Words Written,WPM,AWPM,Keystrokes Per Second(KSPS),Deleted letters,Deleted words,secondRow,thirdRow,fourthRow,wordsRow
8,Dwell Time,3,A GLANCE IN THE RIGHT DIRECTION,A GLANCE IN THE RIGHT DIRECTION,0.0,1.3870967741935485,67.0133159,31,6,5.551135546778697,5.551135546778697,0.6416635175039891,2,0,2,2,3,3
8,Dwell Time,4,EARTH QUAKES ARE PREDICTABLE,EARTH QUAKES ARE PREDICTABLE,0.0,1.2142857142857142,50.4522479,28,4,6.659762725854678,6.659762725854678,0.6739045615448187,1,0,2,2,3,2
8,Dwell Time,5,THIS PERSON IS A DISASTER,THIS PERSON IS A DISASTER,0.0,1.4,46.2211582,25,5,6.490534025605616,6.490534025605616,0.7572289696539884,1,0,3,1,2,3
8,Dwell Time,6,LISTEN TO FIVE HOURS OF OPERA,LISTEN TO FIVE HOURS OF OPERA,0.0,1.0,56.5929575,29,6,6.149175009982471,6.149175009982471,0.5124312508318726,0,0,2,4,1,2
8,Dwell Time,7,I LISTEN TO THE TAPE EVERYDAY,I LISTEN TO THE TAPE EVERYDAY,0.0,1.3448275862068966,56.0193182,29,6,6.212142724721702,6.212142724721702,0.6961884088050183,1,0,3,3,0,4
8,Dwell Time,8,ELEPHANTS ARE AFRAID OF MICE,ELEPHANTS ARE AFRAID OF MICE,0.0,1.25,47.803817,28,5,7.028727434045696,7.028727434045696,0.7321591077130932,0,0,2,0,3,4
9,Dwell Time,1,PUT GARBAGE IN AN ABANDONED MINE,PUT GARBAGE IN AN ABANDONED MINE,0.0,1.125,60.2224419,32,6,6.3763605042392015,6.3763605042392015,0.5977837972724251,8,1,3,6,6,13
9,Dwell Time,2,KEEP RECEIPTS FOR ALL YOUR EXPENSES,KEEP RECEIPTS FOR ALL YOUR EXPENSES,0.0,1.457142857142857,84.2183694,35,6,4.987035524342508,4.987035524342508,0.6055685993844474,4,0,2,1,2,6
9,Dwell Time,3,THE POSTAL SERVICE IS VERY SLOW,THE POSTAL SERVICE IS VERY SLOW,0.0,1.2580645161290323,84.6872328,31,6,4.3926337855261695,4.3926337855261695,0.46051805816000163,2,0,3,1,1,5
9,Dwell Time,4,BUT THE LEVEE WAS DRY,BUT THE LEVEE WAS DRY,0.0,1.1428571428571428,55.5494946,21,5,4.536494918893466,4.536494918893466,0.432047135132711,1,0,2,2,0,4
9,Dwell Time,5,VALIUM IN THE ECONOMY SIZE,VALIUM IN THE ECONOMY SIZE,0.0,1.2307692307692308,64.7824716,26,5,4.81611757461875,4.81611757461875,0.49396077688397433,0,0,7,0,1,4
9,Dwell Time,6,THE SECOND LARGEST COUNTRY,THE SECOND LARGEST COUNTRY,0.0,1.5769230769230769,51.3777451,26,4,6.072668222257189,6.072668222257189,0.7980108881812332,4,0,0,1,0,5
9,Dwell Time,7,A DOG IS THE BEST FRIEND OF A MAN,A DOG THE BEST FRIEND OF A MAN,0.09090909090909091,1.0666666666666667,66.487068,30,8,5.414586788516528,4.922351625924117,0.4812966034236914,0,0,6,2,0,4
9,Dwell Time,8,HER MAJESTY VISITED OUR COUNTRY,HER MAJESTY VISITED OUR COUNTRY,0.0,2.032258064516129,62.6267536,31,5,5.939953432297982,5.939953432297982,1.0059598554698195,5,0,0,4,0,7
10,Dwell Time,1,IT IS VERY WINDY TODAY,IT IS VERY WINDY TODAY,0.0,1.4090909090909092,129.7643387,22,5,2.034457252622673,2.034457252622673,0.23889460163372297,10,3,5,5,5,13
10,Dwell Time,2,RELATIONS ARE VERY STRAINED,RELATIONS ARE VERY STRAINED,0.0,2.3703703703703702,131.7099107,27,4,2.4599515577683864,2.4599515577683864,0.48591635709005154,1,2,2,1,2,6
10,Dwell Time,3,THE TRAINS ARE ALWAYS LATE,THE TRAINS ALWAYS  LATE,0.19230769230769232,1.4782608695652173,88.3684799,23,5,3.123285591336737,2.522653746848903,0.38475257284582987,2,1,2,3,2,2
